timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
1672,-750,1704,3576,-2255,231044,19299,-1823,5420
1672,-2522,2778,2919,-2178,212244,16320,-1681,3729
1672,3487,7691,319,1237,193020,6274,1098,-4297
1672,2673,7005,767,986,176588,5027,1203,-4508
1672,-1047,10876,1287,-1559,135468,-7491,-1057,770
1672,1258,13456,-41,-5009,104253,-13560,-367,347
1672,909,8859,-138,-7233,139690,2944,-838,371
1672,360,4377,1458,-2487,175429,10982,-1719,1283
1721,974,5314,2083,-84,137258,1075,-543,448
1721,-381,1539,2033,-1012,170217,13548,-933,420
1721,-44,11780,901,0,76638,-17279,961,-1123
1721,127,9420,120,-1242,91773,-10505,426,281
1721,-1321,1437,1223,-3101,180567,16143,-1691,439
1721,762,2281,1252,-1753,163428,12628,-1650,1082
1721,-1257,2675,1602,-152,161363,10538,-2145,-1871
1721,-432,2493,1808,190,150177,8808,-2326,-1038
1721,-2162,7942,2396,1159,108252,-7022,-2763,9460
1721,-1834,8896,1976,-407,89994,-9538,-2495,7167
1770,2484,1973,1368,-4791,157321,18057,-433,-2560
1770,2349,2670,2385,-98,146731,11184,-717,182
1770,878,2725,1606,13,138895,10384,-884,-322
1770,2131,3113,861,-462,123173,6979,-916,-195
1770,-1575,9630,2707,-30,53979,-16133,-375,1545
1770,-857,7127,3164,-1147,68314,-9533,-525,1424
1770,464,-120,2559,-2010,146656,17148,-1284,1883
1770,-443,155,3256,-822,133643,14485,-1206,1564
1770,911,38,2641,-5464,125506,11515,-1526,1909
1770,-943,23,2640,-5319,118177,10754,-1396,1857
1866,-1480,1522,1245,-3876,78051,4569,-1213,492
1866,-3427,-2654,2537,-5745,94551,12677,-1720,4654
1866,-3219,-2416,2588,-4761,87427,10782,-1403,4590
1866,-2676,-620,2460,-2734,71645,5950,-949,3627
1866,1424,-3296,1857,-9422,111232,22602,-3355,-2383
1866,355,-2722,2453,-6657,95315,16770,-3038,-1238
1866,-2802,269,2604,-4554,77847,9003,266,-3408
1866,214,771,2242,-4373,71731,8134,159,-4282
1866,-2145,3428,862,-3672,66930,4575,-1618,619
1866,302,6245,1623,-4611,35876,-5494,-751,-2
1924,51,7182,806,-9729,13182,-10655,-136,-97
1924,469,924,2594,-7470,74578,13910,-134,323
1924,502,-171,2996,-6713,69059,11646,-495,658
1924,-1678,390,5301,-9957,62692,9349,-980,3147
